job_id,job_title,city,country,region,all_countries,country_count,date_posted,capture_date,capture_year,employment_type,original_url,ts_term_count,ts_term_hits,role_class,signal_strength,security_relevant,harm_exposure_flag,market_specific_flag,technical_integrity_false_positive,in_final_subset
1091964779380326,"AI Research Scientist, Computer Vision - Facebook Video Intelligence",Menlo Park,United States,North America,United States,1,2025-10-02T09:51:03-07:00,20251211,2025,Full-time,https://www.metacareers.com/profile/job_details/1091964779380326,0,,non_integrity,none,no,no,no,no,no
1092822929374881,Product Design Engineer,Sunnyvale,United States,North America,United States,1,2025-06-11T10:11:46-07:00,20251206,2025,Full-time,https://www.metacareers.com/profile/job_details/1092822929374881,0,,non_integrity,none,no,no,no,no,no
1093050859484986,Global Sales Analytics Lead,New York,United States,North America,United States,1,2025-10-04T12:58:21-07:00,20251207,2025,Full-time,https://www.metacareers.com/profile/job_details/1093050859484986,0,,non_integrity,none,no,no,no,no,no
1093700889305786,"Lead Counsel, EMEA Disputes",Berlin,Germany,Western Europe,Germany; Belgium,2,2025-11-03T09:51:10-08:00,20251209,2025,Full-time,https://www.metacareers.com/profile/job_details/1093700889305786,1,integrity,core_integrity,high,yes,no,yes,no,yes
1096240815930323,Semiconductor Display Product Test Engineer,Sunnyvale,United States,North America,United States,1,2025-09-23T12:56:37-07:00,20251216,2025,Full-time,https://www.metacareers.com/profile/job_details/1096240815930323,0,,non_integrity,none,no,no,no,no,no
1098940124992913,Research Engineer - On-Device Contextual AI,Sunnyvale,United States,North America,United States,1,2025-08-13T07:17:58-07:00,20251217,2025,Full-time,https://www.metacareers.com/profile/job_details/1098940124992913,0,,non_integrity,none,no,no,no,no,no
1099216965624670,"Software Engineer, Network",Seattle,United States,North America,United States,1,2025-10-26T17:18:52-07:00,20251207,2025,Full-time,https://www.metacareers.com/profile/job_details/1099216965624670,0,,non_integrity,none,no,no,yes,no,no
1099457568732299,Hardware Sustaining Engineering Manager,Sunnyvale,United States,North America,United States,1,2025-11-03T13:42:28-08:00,20251207,2025,Full-time,https://www.metacareers.com/profile/job_details/1099457568732299,0,,non_integrity,none,no,no,no,no,no
1100664205345898,"Director, Security GRC Program Lead",Bellevue,United States,North America,United States,1,2025-11-25T09:31:56-08:00,20251214,2025,Full-time,https://www.metacareers.com/profile/job_details/1100664205345898,1,integrity,core_integrity,high,yes,no,no,no,yes
1100790692182399,"Research Scientist Intern, Human Computer Interaction (PhD)",Redmond,United States,North America,United States,1,2025-09-09T19:30:42-07:00,20251123,2025,Internship,https://www.metacareers.com/profile/job_details/1100790692182399,0,,non_integrity,none,no,no,no,no,no
1101988215136876,"Project Manager, Problem Integrity Solutions",Dublin,Ireland,Western Europe,Ireland,1,2025-07-07T03:25:32-07:00,20251214,2025,Full-time,https://www.metacareers.com/profile/job_details/1101988215136876,1,integrity,core_integrity,high,yes,no,no,no,yes
1105821834995824,Head of EMEA Marketing Insights,London,UK,Unknown,United Kingdom,1,2025-09-30T01:11:55-07:00,20251207,2025,Full-time,https://www.metacareers.com/profile/job_details/1105821834995824,0,,non_integrity,none,no,no,yes,no,no
1106888494928857,Product Manager - Devices,Redmond,United States,North America,United States,1,2025-09-12T15:57:17-07:00,20251211,2025,Full-time,https://www.metacareers.com/profile/job_details/1106888494928857,0,,non_integrity,none,no,no,no,no,no
1106959798289669,System Architecture Engineer,Denver,United States,North America,United States,1,2025-09-11T13:15:15-07:00,20251217,2025,Full-time,https://www.metacareers.com/profile/job_details/1106959798289669,1,integrity,core_integrity,high,yes,no,no,yes,no
1108884037682497,"Data Engineer, Product Analytics",Bangalore,India,South Asia,India,1,2025-10-21T13:49:22-07:00,20251211,2025,Full-time,https://www.metacareers.com/profile/job_details/1108884037682497,0,,non_integrity,none,no,no,no,no,no
1109176448073978,Software Engineer - Performance and Power Efficiency,Taipei,Taiwan,East Asia,Taiwan,1,2025-10-02T22:40:42-07:00,20251209,2025,Full-time,https://www.metacareers.com/profile/job_details/1109176448073978,0,,non_integrity,none,no,no,no,no,no
1110296604327967,Business Messaging Specialist,Gurgaon,India,South Asia,India,1,2025-07-29T08:01:35-07:00,20251213,2025,Full-time,https://www.metacareers.com/profile/job_details/1110296604327967,0,,non_integrity,none,no,no,no,no,no
1110323413760611,3D Artist | Wearables Product Creative,Burlingame,United States,North America,United States,1,2025-08-19T15:50:52-07:00,20251210,2025,Full-time,https://www.metacareers.com/profile/job_details/1110323413760611,0,,non_integrity,none,no,no,no,no,no
1114014804201805,Wireless Systems Engineer,Sunnyvale,United States,North America,United States,1,2025-09-30T15:25:16-07:00,20260207,2026,Full-time,https://www.metacareers.com/profile/job_details/1114014804201805,0,,non_integrity,none,no,no,no,no,no
1114578444081194,"Research Scientist Intern, Language Research Scientist (PhD), Paris",Paris,France,Western Europe,France,1,2025-11-25T06:12:49-08:00,20251209,2025,Internship,https://www.metacareers.com/profile/job_details/1114578444081194,0,,non_integrity,none,no,no,no,no,no
1115317270438682,"Silicon Validation Engineer, Reality Labs",Sunnyvale,United States,North America,United States,1,2025-06-16T16:50:29-07:00,20251211,2025,Full-time,https://www.metacareers.com/profile/job_details/1115317270438682,0,,non_integrity,none,no,no,no,no,no
1115877427132236,"Application Manager, Planning",Sunnyvale,United States,North America,United States,1,2025-07-17T20:45:16-07:00,20251215,2025,Full-time,https://www.metacareers.com/profile/job_details/1115877427132236,0,,non_integrity,none,no,no,yes,no,no
1115918003630964,"Director, Mechanical Engineering",Menlo Park,United States,North America,United States,1,2025-10-22T21:57:59-07:00,20251213,2025,Full-time,https://www.metacareers.com/profile/job_details/1115918003630964,0,,non_integrity,none,no,no,no,no,no
1116743737318769,Software Engineer – System,Bellevue,United States,North America,United States,1,2025-10-21T13:17:32-07:00,20251216,2025,Full-time,https://www.metacareers.com/profile/job_details/1116743737318769,0,,non_integrity,none,no,no,no,no,no
1117701183194370,"Research Scientist Intern, Optical System Design (PhD)",Redmond,United States,North America,United States,1,2025-09-02T16:35:35-07:00,20251217,2025,Internship,https://www.metacareers.com/profile/job_details/1117701183194370,0,,non_integrity,none,no,no,no,no,no
1118624806693191,"Preconstruction Manager - Leased Data Center Design, Engineering, & Construction",Menlo Park,United States,North America,United States,1,2025-10-27T09:21:45-07:00,20251207,2025,Full-time,https://www.metacareers.com/profile/job_details/1118624806693191,0,,non_integrity,none,no,no,no,no,no
1120110023590605,Software Engineer (iOS),New York,United States,North America,United States,1,2025-10-08T14:34:43-07:00,20251207,2025,Full-time,https://www.metacareers.com/profile/job_details/1120110023590605,0,,non_integrity,none,no,no,no,no,no
1121515873095892,ASIC Engineer,Austin,United States,North America,United States,1,2025-11-10T10:19:24-08:00,20251213,2025,Full-time,https://www.metacareers.com/profile/job_details/1121515873095892,0,,non_integrity,none,no,no,no,no,no
1122616986710717,Regional Environmental Health Safety (EHS) Specialist,Menlo Park,United States,North America,United States,1,2025-10-27T15:59:13-07:00,20251214,2025,Full-time,https://www.metacareers.com/profile/job_details/1122616986710717,0,,non_integrity,none,no,no,no,no,no
1124827289477081,Embedded Software Engineer,Sunnyvale,United States,North America,United States,1,2025-11-26T12:04:02-08:00,20251210,2025,Full-time,https://www.metacareers.com/profile/job_details/1124827289477081,0,,non_integrity,none,no,no,no,no,no
1126119785604071,Regional Trade & Customs Operational Lead,Los Angeles,United States,North America,United States,1,2025-09-17T08:43:54-07:00,20251216,2025,Full-time,https://www.metacareers.com/profile/job_details/1126119785604071,0,,non_integrity,none,no,no,no,no,no
1126631239534969,Software Engineer,Bellevue,United States,North America,United States,1,2025-10-06T17:28:20-07:00,20251207,2025,Full-time,https://www.metacareers.com/profile/job_details/1126631239534969,0,,non_integrity,none,no,no,no,no,no
1127770222784753,"Product Security Engineer, AI",Bellevue,United States,North America,United States,1,2025-09-25T13:12:56-07:00,20251216,2025,Full-time,https://www.metacareers.com/profile/job_details/1127770222784753,0,,non_integrity,none,no,no,no,no,no
1128233742628834,GWS Strategic Programs Manager,New York,United States,North America,United States,1,2025-11-05T16:08:00-08:00,20251209,2025,Full-time,https://www.metacareers.com/profile/job_details/1128233742628834,0,,non_integrity,none,no,no,no,no,no
1128596106062523,Data Center Production Operations Engineer,Henrico,United States,North America,United States,1,2025-10-08T08:17:27-07:00,20251208,2025,Full-time,https://www.metacareers.com/profile/job_details/1128596106062523,0,,non_integrity,none,no,no,no,no,no
1128624585855043,Computer Vision/Machine Learning Research Scientist (Spatial AI),Zurich,Switzerland,Western Europe,Switzerland,1,2025-08-01T01:54:40-07:00,20251211,2025,Full-time,https://www.metacareers.com/profile/job_details/1128624585855043,0,,non_integrity,none,no,no,no,no,no
1129910162585463,"Software Engineer, Systems Machine Learning",New York,United States,North America,United States,1,2025-10-26T15:57:51-07:00,20251214,2025,Full-time,https://www.metacareers.com/profile/job_details/1129910162585463,0,,non_integrity,none,no,no,no,no,no
1130423548424029,Embedded Software Engineer,Sunnyvale,United States,North America,United States,1,2025-09-19T12:08:19-07:00,20251216,2025,Full-time,https://www.metacareers.com/profile/job_details/1130423548424029,0,,non_integrity,none,no,no,no,no,no
1131050055462856,Growth Marketing Manager,New York,United States,North America,United States,1,2025-11-17T12:02:06-08:00,20251214,2025,Full-time,https://www.metacareers.com/profile/job_details/1131050055462856,0,,non_integrity,none,no,no,no,no,no
1131500971757201,"Research Scientist Intern, Systems ML - SW/HW Co-Design - CHIPs (PhD)",Menlo Park,United States,North America,United States,1,2025-09-19T14:52:55-07:00,20251125,2025,Internship,https://www.metacareers.com/profile/job_details/1131500971757201,0,,non_integrity,none,no,no,no,no,no
1131995255258847,"AI Engineer, Reality Labs Foundation",Los Angeles,United States,North America,United States,1,2025-10-13T14:05:21-07:00,20251213,2025,Full-time,https://www.metacareers.com/profile/job_details/1131995255258847,0,,non_integrity,none,no,no,no,no,no
1132217282452821,"Data Scientist, Product",Menlo Park,United States,North America,United States,1,2025-12-02T11:15:22-08:00,20260122,2026,Full-time,https://www.metacareers.com/profile/job_details/1132217282452821,0,,non_integrity,none,no,no,no,no,no
1132366865706148,"Account Manager, Mid-Market (Hong Kong & Taiwan) SMB Group",Singapore,Singapore,Southeast Asia,Singapore,1,2025-10-08T20:39:58-07:00,20251207,2025,Full-time,https://www.metacareers.com/profile/job_details/1132366865706148,0,,possible_integrity,low,yes,no,no,no,no
1132395371724894,"Research Scientist Intern, 3D Computer Vision and Generative AI (PhD)",Zurich,Switzerland,Western Europe,Switzerland,1,2025-09-30T06:45:21-07:00,20251124,2025,Internship,https://www.metacareers.com/profile/job_details/1132395371724894,0,,non_integrity,none,no,no,no,no,no
1133061378933032,Director - Supply Chain Strategy & Engineering,Bellevue,United States,North America,United States,1,2025-10-06T10:31:42-07:00,20251217,2025,Full-time,https://www.metacareers.com/profile/job_details/1133061378933032,0,,non_integrity,none,no,no,no,no,no
1133082511629869,"Technical Program Manager, Packaging",Sunnyvale,United States,North America,United States,1,2025-09-30T11:35:41-07:00,20251214,2025,Full-time,https://www.metacareers.com/profile/job_details/1133082511629869,0,,non_integrity,none,no,no,yes,no,no
1133340288262607,"Software Engineer, Audio",Hyderabad,India,South Asia,India; Taiwan,2,2025-09-30T00:33:26-07:00,20251214,2025,Full-time,https://www.metacareers.com/profile/job_details/1133340288262607,0,,non_integrity,none,no,no,no,no,no
1134566525475492,"Compensation Lead, Strategic Initiatives",Menlo Park,United States,North America,United States,1,2025-10-10T14:03:14-07:00,20251209,2025,Full-time,https://www.metacareers.com/profile/job_details/1134566525475492,0,,non_integrity,none,no,no,no,no,no
1134631084906944,"Research Scientist Intern, Comms & Language (PhD) Language Research Scientist",Paris,France,Western Europe,France,1,2025-10-08T12:16:49-07:00,20251209,2025,Internship,https://www.metacareers.com/profile/job_details/1134631084906944,0,,non_integrity,none,no,no,no,no,no
1135947031945595,Compliance Engineer - Infra NPI Hardware,Fremont,United States,North America,United States,1,2025-12-18T16:37:41-08:00,20260120,2026,Full-time,https://www.metacareers.com/profile/job_details/1135947031945595,0,,non_integrity,none,no,no,no,no,no
1136494111851154,Data Center Planning Manager,Bellevue,United States,North America,United States,1,2025-06-09T10:29:21-07:00,20251217,2025,Full-time,https://www.metacareers.com/profile/job_details/1136494111851154,0,,non_integrity,none,no,no,yes,no,no
1137655761900185,"Research Scientist, Liquid Crystal Fabrication Process",Redmond,United States,North America,United States,1,2025-11-19T20:39:29-08:00,20251124,2025,Full-time,https://www.metacareers.com/profile/job_details/1137655761900185,0,,non_integrity,none,no,no,no,no,no
1139023295099215,Software Engineering Manager - Meta Superintelligence Labs - Infra: Optimizations Team,Menlo Park,United States,North America,United States,1,2025-11-04T12:38:23-08:00,20251216,2025,Full-time,https://www.metacareers.com/profile/job_details/1139023295099215,0,,non_integrity,none,no,no,no,no,no
1139995410798886,Senior Software Engineering Manager,Remote,UK,Unknown,United Kingdom,1,2025-09-15T11:15:12-07:00,20251211,2025,Full-time,https://www.metacareers.com/profile/job_details/1139995410798886,0,,non_integrity,none,no,no,no,no,no
1140824280920929,Business Engineer,New York,United States,North America,United States,1,2025-02-19T12:11:53-08:00,20251207,2025,Full-time,https://www.metacareers.com/profile/job_details/1140824280920929,0,,non_integrity,none,no,no,no,no,no
1141161127815427,"Research Scientist, Reinforcement Learning (PhD)",Sunnyvale,United States,North America,United States,1,2025-12-16T16:14:52-08:00,20260207,2026,Full-time,https://www.metacareers.com/profile/job_details/1141161127815427,0,,non_integrity,none,no,no,no,no,no
1141276924732799,"Detection & Response Security Engineer, Intern",London,UK,Unknown,United Kingdom,1,2025-09-02T08:08:18-07:00,20260122,2026,Internship,https://www.metacareers.com/profile/job_details/1141276924732799,0,,non_integrity,none,no,no,no,no,no
1141347004626768,"Software Engineer, Machine Learning",Menlo Park,United States,North America,United States,1,2025-10-12T17:38:23-07:00,20251213,2025,Full-time,https://www.metacareers.com/profile/job_details/1141347004626768,0,,non_integrity,none,no,no,no,no,no
1141581024586584,"Research Scientist Intern, Rendering and Reconstruction (PhD)",Zurich,Switzerland,Western Europe,Switzerland,1,2025-09-29T09:30:57-07:00,20251211,2025,Internship,https://www.metacareers.com/profile/job_details/1141581024586584,0,,non_integrity,none,no,no,no,no,no
1141729498088188,Failure Analysis Engineer,Shanghai,China,East Asia,China,1,2025-11-10T22:22:38-08:00,20251209,2025,Full-time,https://www.metacareers.com/profile/job_details/1141729498088188,0,,non_integrity,none,no,no,no,no,no
1142428761131655,"Content Policy Manager, Regulatory Compliance",Dublin,Ireland,Western Europe,Ireland,1,2025-09-19T01:11:39-07:00,20251209,2025,Full-time,https://www.metacareers.com/profile/job_details/1142428761131655,2,"community standards, integrity",core_integrity,high,yes,yes,no,no,yes
1142524904538596,"Research Scientist -Human Understanding (Physiology,Activity,State) on Wearables",Zurich,Switzerland,Western Europe,Switzerland,1,2025-10-10T04:11:48-07:00,20251217,2025,Full-time,https://www.metacareers.com/profile/job_details/1142524904538596,0,,non_integrity,none,no,no,no,no,no
1143533964221610,"Product Marketing Manager, Facebook Monetization",Menlo Park,United States,North America,United States,1,2025-11-19T12:15:49-08:00,20251217,2025,Full-time,https://www.metacareers.com/profile/job_details/1143533964221610,0,,non_integrity,none,no,no,no,no,no
1146422330179702,"Business Engineer, Business AI",Menlo Park,United States,North America,United States,1,2025-10-10T02:32:33-07:00,20251217,2025,Full-time,https://www.metacareers.com/profile/job_details/1146422330179702,0,,non_integrity,none,no,no,no,no,no
1146657820708047,Enterprise Support Engineer,Bangalore,India,South Asia,India,1,2025-09-21T07:43:51-07:00,20260225,2026,Full-time,https://www.metacareers.com/profile/job_details/1146657820708047,0,,possible_integrity,low,yes,no,no,no,no
